Date,r_data,rv_data_not_scaled,day_of_week,Mon,Tues,Wed,Thurs,Fri,month_yr,Summer,Autumn,Winter,Spring,Season,RV_sc_sqr
2002-09-02,0.00348738975445784,1.22108498707768e-05,0,1,0,0,0,0,9,0,0,0,1,4,0.34944026486334967
2003-10-15,0.000243657297218647,1.10397093290466e-05,2,0,0,1,0,0,10,0,0,0,1,4,0.33226058040409484
2010-12-09,0.00876524338856832,1.92156330449789e-05,3,0,0,0,1,0,12,1,0,0,0,1,0.4383563966110099
2011-01-11,-0.000344265353454887,1.60824113434076e-05,1,0,1,0,0,0,1,1,0,0,0,1,0.4010288187076784
2002-07-15,-0.00300742684617994,1.38099437549465e-05,0,1,0,0,0,0,7,0,0,1,0,3,0.3716173267616366
2012-12-11,0.00395404388533116,1.66216942191525e-05,1,0,1,0,0,0,12,1,0,0,0,1,0.4076971206564071
2003-11-25,0.00644301749574794,8.51023099885034e-06,1,0,1,0,0,0,11,0,0,0,1,4,0.2917230021587317
2011-10-18,-0.0209201421639165,7.47230884102531e-05,1,0,1,0,0,0,10,0,0,0,1,4,0.8644251755372069
2005-12-07,0.00170997563284914,1.49683925810117e-05,2,0,0,1,0,0,12,1,0,0,0,1,0.3868900694126395
2006-07-10,0.00145941396390015,2.13297989636451e-05,0,1,0,0,0,0,7,0,0,1,0,3,0.4618419530926689
2004-12-29,-0.00160678344233567,4.255365124002e-06,2,0,0,1,0,0,12,1,0,0,0,1,0.2062853636107516
2011-05-03,-0.00846963735079775,7.16137419493931e-05,1,0,1,0,0,0,5,0,1,0,0,2,0.8462490292425339
2001-04-12,0.00526284795907017,1.40888866058655e-05,3,0,0,0,1,0,4,0,1,0,0,2,0.37535165652845465
2006-03-24,0.000952815841184673,7.87589321689419e-06,4,0,0,0,0,1,3,0,1,0,0,2,0.2806402183738851
2001-02-14,0.00269010205269282,2.52492307179259e-05,2,0,0,1,0,0,2,1,0,0,0,1,0.502486126355006
2010-06-30,-0.0102147554819272,0.000295852618311351,2,0,0,1,0,0,6,0,0,1,0,3,1.720036680746521
2007-06-27,-0.0199161296001122,4.88215580614713e-05,2,0,0,1,0,0,6,0,0,1,0,3,0.6987242522016199
2013-07-08,-0.00667644630611264,5.20121512845286e-05,0,1,0,0,0,0,7,0,0,1,0,3,0.7211945041701899
2014-08-28,-0.00474902786835152,1.16205193931911e-05,3,0,0,0,1,0,8,0,0,1,0,3,0.3408888292858993
2003-05-06,-0.0031621111556861,1.25863664513008e-05,1,0,1,0,0,0,5,0,1,0,0,2,0.35477269414796847
2015-07-06,-0.0114944243050878,0.000182492696329389,0,1,0,0,0,0,7,0,0,1,0,3,1.3508985762424544
2013-01-24,0.00466699763361511,1.85847012204703e-05,3,0,0,0,1,0,1,1,0,0,0,1,0.43109977059226445
2011-11-18,-0.0192686747220208,2.17558360993609e-05,4,0,0,0,0,1,11,0,0,0,1,4,0.46643151801053173
2001-08-10,-0.00454672906008646,1.20500065418429e-05,4,0,0,0,0,1,8,0,0,1,0,3,0.3471311933814491
2013-10-09,0.000687992786907898,2.58015974578127e-05,2,0,0,1,0,0,10,0,0,0,1,4,0.5079527286845962
2015-01-30,0.00337629420930874,1.17442894849999e-05,4,0,0,0,0,1,1,1,0,0,0,1,0.3426994234748565
2007-09-28,0.00453231763422579,2.54408620374108e-05,4,0,0,0,0,1,9,0,0,0,1,4,0.5043893539460443
2005-07-07,-0.00966032121533189,4.65298870609117e-05,3,0,0,0,1,0,7,0,0,1,0,3,0.6821281922110514
2006-12-06,0.00738078480049609,1.42591833315618e-05,2,0,0,1,0,0,12,1,0,0,0,1,0.3776133383709029
2005-12-21,0.00977591513742482,1.90787791959353e-05,2,0,0,1,0,0,12,1,0,0,0,1,0.4367926189387281
2003-01-03,0.0091730188999577,1.05371352237847e-05,4,0,0,0,0,1,1,1,0,0,0,1,0.3246095381190254
2009-09-30,-0.00200069564561822,3.25438772091831e-05,2,0,0,1,0,0,9,0,0,0,1,4,0.5704724113327753
2008-04-28,0.00275245928910906,0.000129317648391195,0,1,0,0,0,0,4,0,1,0,0,2,1.137179178455159
2004-04-27,-0.00113091021318112,6.36395717185916e-06,1,0,1,0,0,0,4,0,1,0,0,2,0.2522688480938374
2008-02-28,-0.0203187821207838,0.000146948774308108,3,0,0,0,1,0,2,1,0,0,0,1,1.2122242956982343
2001-01-10,-0.00175814730440926,2.65282466667893e-05,2,0,0,1,0,0,1,1,0,0,0,1,0.5150557898595967
2006-03-16,0.00636829302012565,1.60380009278625e-05,3,0,0,0,1,0,3,0,1,0,0,2,0.40047472988769844
2002-05-03,0.00109983216353804,1.05779876238659e-05,4,0,0,0,0,1,5,0,1,0,0,2,0.3252381838570911
2015-03-17,0.00763987293342261,1.87008253939396e-05,1,0,1,0,0,0,3,0,1,0,0,2,0.4324445096649927
2004-06-01,-0.000925229927796423,8.21229313433026e-06,1,0,1,0,0,0,6,0,0,1,0,3,0.2865709883140696
2000-10-02,0.00054550415026533,2.13276437759599e-05,0,1,0,0,0,0,10,0,0,0,1,4,0.46181861997931506
2009-07-01,-0.0206677514650924,0.000236667565631239,2,0,0,1,0,0,7,0,0,1,0,3,1.5384003563157382
2011-07-26,0.00944195579861429,6.01597586274876e-05,1,0,1,0,0,0,7,0,0,1,0,3,0.7756272212054423
2009-08-19,-0.00178175801528901,9.1115722425807e-05,2,0,0,1,0,0,8,0,0,1,0,3,0.9545455590269487
2007-05-04,0.00944989303892996,3.63236204843343e-05,4,0,0,0,0,1,5,0,1,0,0,2,0.6026908036824048
2002-07-05,0.00189927666651712,3.02653976187704e-05,4,0,0,0,0,1,7,0,0,1,0,3,0.5501399605443182
2002-10-14,0.0119639792899688,5.61133030853226e-05,0,1,0,0,0,0,10,0,0,0,1,4,0.74908813290108
2007-03-05,-0.0231486961594349,6.22910519275408e-05,0,1,0,0,0,0,3,0,1,0,0,2,0.7892468050460566
2010-08-18,-0.0004615788222182,6.70141442743506e-05,2,0,0,1,0,0,8,0,0,1,0,3,0.8186216725346979
2009-12-14,0.00404275134809673,5.90455278149685e-05,0,1,0,0,0,0,12,1,0,0,0,1,0.7684108784691202
2012-05-18,-0.027051075269128,0.000193920870824726,4,0,0,0,0,1,5,0,1,0,0,2,1.392554741562162
2004-02-03,-0.00324198962694844,8.6356243671863e-06,1,0,1,0,0,0,2,1,0,0,0,1,0.29386432868223905
2005-04-04,-0.00423775621788813,1.04644174382486e-05,0,1,0,0,0,0,4,0,1,0,0,2,0.32348751812471216
2004-03-25,0.00383108357654827,2.16462889766235e-05,3,0,0,0,1,0,3,0,1,0,0,2,0.46525572512999236
2007-09-21,-0.00561499640186902,2.94563509227184e-05,4,0,0,0,0,1,9,0,0,0,1,4,0.5427370534864779
2007-11-27,-0.00599811161210084,9.35453319425152e-05,1,0,1,0,0,0,11,0,0,0,1,4,0.967188357779989
2011-03-07,-0.0137443552226237,2.79446189525635e-05,0,1,0,0,0,0,3,0,1,0,0,2,0.5286267014875762
2004-02-02,0.00088591552938766,8.30413807549825e-06,0,1,0,0,0,0,2,1,0,0,0,1,0.2881690142173209
2015-08-06,-0.0113212073766071,4.99355925117064e-05,3,0,0,0,1,0,8,0,0,1,0,3,0.706651204709271
2007-07-09,0.0077637097226102,2.23878719752278e-05,0,1,0,0,0,0,7,0,0,1,0,3,0.4731582396537949
2011-05-27,0.00508508503012806,3.11700760941048e-05,4,0,0,0,0,1,5,0,1,0,0,2,0.5583016755671149
2006-05-19,-0.00360071620514368,2.44465600673693e-05,4,0,0,0,0,1,5,0,1,0,0,2,0.49443462730040766
2010-04-16,-0.00345884278955388,1.1050640169172e-05,4,0,0,0,0,1,4,0,1,0,0,2,0.332425031686424
2012-05-11,-0.0024431813118504,1.66794030636457e-05,4,0,0,0,0,1,5,0,1,0,0,2,0.4084042490430982
2004-10-19,0.00137375609154589,6.9751595138888e-06,1,0,1,0,0,0,10,0,0,0,1,4,0.26410527283431506
2006-06-30,0.0152319970904315,0.000281031257559296,4,0,0,0,0,1,6,0,0,1,0,3,1.67639869231426
2014-07-25,-0.000768755413238509,7.95700294918545e-06,4,0,0,0,0,1,7,0,0,1,0,3,0.2820816007680304
2003-10-14,0.00198191945105997,3.2255380843939e-05,1,0,1,0,0,0,10,0,0,0,1,4,0.5679382082932879
2008-07-31,0.00821057456430374,0.000216822667642259,3,0,0,0,1,0,7,0,0,1,0,3,1.4724899580039892
2003-08-12,-0.000985926771443602,1.21251306045066e-05,1,0,1,0,0,0,8,0,0,1,0,3,0.34821158229597415
2003-01-22,-0.00842470510894522,1.26517537722376e-05,2,0,0,1,0,0,1,1,0,0,0,1,0.3556930386195041
2005-01-14,-0.00194315713391191,3.2346382430106e-06,4,0,0,0,0,1,1,1,0,0,0,1,0.1798510006369328
2013-04-03,-0.00559781572559714,7.08345220865217e-05,2,0,0,1,0,0,4,0,1,0,0,2,0.8416324737468351
2015-01-28,0.00100126071348328,4.02656842484894e-05,2,0,0,1,0,0,1,1,0,0,0,1,0.6345524741775844
2001-08-24,0.00818754854967807,1.74340979329776e-05,4,0,0,0,0,1,8,0,0,1,0,3,0.4175415899401831
2002-01-15,-0.000322888386161679,1.47887911710508e-05,1,0,1,0,0,0,1,1,0,0,0,1,0.38456197382282614
2007-12-20,-0.00637443356515632,6.01909184288816e-05,3,0,0,0,1,0,12,1,0,0,0,1,0.775828063612561
2007-10-31,0.000577593819512501,8.714203370398e-05,2,0,0,1,0,0,10,0,0,0,1,4,0.9334989753822978
2013-10-29,-0.00476820426552038,2.62278323692165e-05,1,0,1,0,0,0,10,0,0,0,1,4,0.5121311586812162
2012-03-28,0.00975872326029048,3.06284938277235e-05,2,0,0,1,0,0,3,0,1,0,0,2,0.5534301566387895
2004-10-07,0.000270248359885983,1.30225392118685e-05,3,0,0,0,1,0,10,0,0,0,1,4,0.3608675548157315
2001-04-05,0.00816865551130874,2.56953330513208e-05,3,0,0,0,1,0,4,0,1,0,0,2,0.5069056426133053
2012-09-24,-0.00518959826782783,1.82697329229419e-05,0,1,0,0,0,0,9,0,0,0,1,4,0.4274310812627212
2002-11-29,0.00586415872362878,1.00693497332149e-05,4,0,0,0,0,1,11,0,0,0,1,4,0.3173223870642426
2006-09-15,-0.00672816880911142,3.49152206398961e-05,4,0,0,0,0,1,9,0,0,0,1,4,0.5908910275160395
2006-05-04,-0.0161340069986817,7.88159799413824e-05,3,0,0,0,1,0,5,0,1,0,0,2,0.8877836444842989
2014-04-02,0.00261849286336613,1.07456641355366e-05,2,0,0,1,0,0,4,0,1,0,0,2,0.3278057982332924
2005-10-27,-0.00234329339797235,2.40828750473179e-05,3,0,0,0,1,0,10,0,0,0,1,4,0.49074305952624436
2006-05-10,0.00494475628232394,0.000100554649664349,2,0,0,1,0,0,5,0,1,0,0,2,1.0027694134961886
2012-05-14,0.00277882114413686,2.18659808865757e-05,0,1,0,0,0,0,5,0,1,0,0,2,0.46761074502812383
2011-11-03,-0.00307116374947825,0.000355889146562526,3,0,0,0,1,0,11,0,0,0,1,4,1.8865024425177033
2013-08-13,0.00955516889015939,2.27296696035569e-05,1,0,1,0,0,0,8,0,0,1,0,3,0.4767564326105826
2006-02-10,-0.00125139772820937,1.79532986132316e-05,4,0,0,0,0,1,2,1,0,0,0,1,0.4237133301329048
2002-05-08,0.0044711923128169,2.43685951540214e-05,2,0,0,1,0,0,5,0,1,0,0,2,0.4936455727951118
2002-04-12,-0.00383820522075595,2.46734221281769e-05,4,0,0,0,0,1,4,0,1,0,0,2,0.4967234857360471
2013-10-16,0.000714879395740553,2.69302197200876e-05,2,0,0,1,0,0,10,0,0,0,1,4,0.5189433468124204
2012-12-04,-0.00618325011421206,1.14437905716878e-05,1,0,1,0,0,0,12,1,0,0,0,1,0.3382867211654605
2006-08-10,-0.00177505291080138,6.07403431326222e-05,3,0,0,0,1,0,8,0,0,1,0,3,0.7793609121108281
2008-10-14,0.0362890486388192,0.000258443003601221,1,0,1,0,0,0,10,0,0,0,1,4,1.6076162589412344
2015-04-13,-0.00135723825658296,2.41251316597624e-05,0,1,0,0,0,0,4,0,1,0,0,2,0.49117340786897656
2001-07-05,-0.0152481837941529,5.60834022421856e-05,3,0,0,0,1,0,7,0,0,1,0,3,0.7488885246963369
2009-07-22,0.00438467546497989,4.10031956459245e-05,2,0,0,1,0,0,7,0,0,1,0,3,0.6403373770593475
2013-02-04,-0.00276356621368201,3.9870822346495e-05,0,1,0,0,0,0,2,1,0,0,0,1,0.6314334671720766
2009-10-28,-0.0144939286371759,0.000258609399052111,2,0,0,1,0,0,10,0,0,0,1,4,1.608133697962054
2009-10-06,0.00399350223587547,0.000169865689095012,1,0,1,0,0,0,10,0,0,0,1,4,1.3033253204592168
2007-03-22,0.0158749610587918,1.63073634122909e-05,3,0,0,0,1,0,3,0,1,0,0,2,0.40382376616899235
2003-03-31,-0.00432309722384172,2.30205593329785e-05,0,1,0,0,0,0,3,0,1,0,0,2,0.47979745031605264
2003-02-28,0.00167944153390298,2.98659031073276e-05,4,0,0,0,0,1,2,1,0,0,0,1,0.5464970549538909
2003-03-27,0.000138298240375256,3.6447032589926e-05,3,0,0,0,1,0,3,0,1,0,0,2,0.6037137781260753
2006-02-06,0.00649021605927302,2.29589682885918e-05,0,1,0,0,0,0,2,1,0,0,0,1,0.47915517620695486
2002-10-01,0.00547155659209242,1.8896324088644e-05,1,0,1,0,0,0,10,0,0,0,1,4,0.4346990233327423
2015-06-16,-0.000537267359232985,3.8018689115773e-05,1,0,1,0,0,0,6,0,0,1,0,3,0.6165929704089481
2012-08-24,-0.0079487889575347,4.10515179932403e-05,4,0,0,0,0,1,8,0,0,1,0,3,0.6407145853907206
2001-02-27,0.00024227740881777,2.29323507617991e-05,1,0,1,0,0,0,2,1,0,0,0,1,0.4788773408901188
2016-03-03,0.011856786119381,3.76584813260099e-05,3,0,0,0,1,0,3,0,1,0,0,2,0.6136650660255144
2010-08-06,-9.78915110998457e-05,1.68479422221748e-05,4,0,0,0,0,1,8,0,0,1,0,3,0.41046244922251784
2004-12-10,0.00297993900995053,6.13937518618369e-06,4,0,0,0,0,1,12,1,0,0,0,1,0.24777762582976876
2005-02-25,0.00816787485706172,4.81663541074777e-06,4,0,0,0,0,1,2,1,0,0,0,1,0.2194683442036179
2011-05-19,0.0132656064736096,4.38978629284758e-05,3,0,0,0,1,0,5,0,1,0,0,2,0.6625546236234096
2013-12-19,0.0206118304952998,3.63350124686031e-05,3,0,0,0,1,0,12,1,0,0,0,1,0.6027853056321388
2003-06-16,0.000809362751986953,2.39214518414324e-05,0,1,0,0,0,0,6,0,0,1,0,3,0.4890956127530935
2002-07-03,-0.00819010517445484,3.72945866875051e-05,2,0,0,1,0,0,7,0,0,1,0,3,0.6106929399256643
2009-02-05,-0.00270880526808703,0.000138997276293359,3,0,0,0,1,0,2,1,0,0,0,1,1.1789710611094704
2014-05-05,0.000762984136322586,3.2329310204942e-05,0,1,0,0,0,0,5,0,1,0,0,2,0.5685886932127828
2012-05-02,0.00144403901145118,1.65992215365271e-05,2,0,0,1,0,0,5,0,1,0,0,2,0.40742142232002354
2011-08-30,0.00138201601282617,7.68150079681561e-05,1,0,1,0,0,0,8,0,0,1,0,3,0.8764417149369153
2009-07-20,0.012296611326617,6.80346553616196e-05,0,1,0,0,0,0,7,0,0,1,0,3,0.8248312273527211
2001-10-18,-0.0118991695247423,7.38013991206754e-05,3,0,0,0,1,0,10,0,0,0,1,4,0.8590774069935456
2004-08-03,0.00267632179805588,6.7186784183204e-06,1,0,1,0,0,0,8,0,0,1,0,3,0.25920413612287135
2004-08-17,0.00428685113089777,2.02038114726698e-05,1,0,1,0,0,0,8,0,0,1,0,3,0.4494865011618236
2012-05-07,-0.021787778074998,0.000147514207680821,0,1,0,0,0,0,5,0,1,0,0,2,1.2145542708369232
2010-03-19,0.00187358572932972,5.94716983900876e-06,4,0,0,0,0,1,3,0,1,0,0,2,0.24386819880847033
2012-08-23,0.00174868148597795,3.3463981756579e-05,3,0,0,0,1,0,8,0,0,1,0,3,0.5784806112271957
2008-05-20,-0.00696608340902927,4.47995692901939e-05,1,0,1,0,0,0,5,0,1,0,0,2,0.6693248037402612
2016-02-02,-0.0100165121072529,0.000177301889821964,1,0,1,0,0,0,2,1,0,0,0,1,1.3315475576259528
2016-01-04,-0.00480470309434011,8.01087806431693e-05,0,1,0,0,0,0,1,1,0,0,0,1,0.8950350867042548
2002-05-10,-0.0022790665695922,1.69633417485974e-05,4,0,0,0,0,1,5,0,1,0,0,2,0.4118657760557121
2009-03-27,0.00702294214447363,5.70147370551188e-05,4,0,0,0,0,1,3,0,1,0,0,2,0.755081035751255
2015-09-24,0.0146051206033544,7.53656347513772e-05,3,0,0,0,1,0,9,0,0,0,1,4,0.8681338304165851
2010-11-24,-0.000952280530768235,3.68280604996242e-05,2,0,0,1,0,0,11,0,0,0,1,4,0.6068612732711175
2013-11-08,-0.00394929653454312,8.5513764717289e-06,4,0,0,0,0,1,11,0,0,0,1,4,0.29242736656696305
2004-04-29,-0.012708136142928,9.65529450568633e-05,3,0,0,0,1,0,4,0,1,0,0,2,0.9826135815103683
2001-04-10,0.00397256970093807,1.64782941579301e-05,1,0,1,0,0,0,4,0,1,0,0,2,0.4059346518582776
2005-06-16,0.00383110712673762,2.4086247208269e-05,3,0,0,0,1,0,6,0,0,1,0,3,0.4907774160275613
2004-01-22,0.00606053324171718,9.93164198934085e-06,3,0,0,0,1,0,1,1,0,0,0,1,0.315145077533203
2003-03-24,-0.00286453070883663,6.02643946963035e-05,0,1,0,0,0,0,3,0,1,0,0,2,0.776301453665414
2013-09-11,0.00636671751486695,2.27249210166823e-05,2,0,0,1,0,0,9,0,0,0,1,4,0.4767066290359544
2003-09-23,-0.00389105549296609,9.46476373499113e-06,1,0,1,0,0,0,9,0,0,0,1,4,0.30764856142993957
2001-07-03,0.00336798413715833,2.26625460864248e-05,1,0,1,0,0,0,7,0,0,1,0,3,0.4760519518542572
2013-02-05,-0.00506526207256641,3.4731517018058e-05,1,0,1,0,0,0,2,1,0,0,0,1,0.5893345146693685
2009-06-30,0.0173433916923305,0.000181176234765451,1,0,1,0,0,0,6,0,0,1,0,3,1.3460172167006297
2016-04-05,-0.0151155111386689,6.30598537411554e-05,1,0,1,0,0,0,4,0,1,0,0,2,0.7941023469374423
2011-11-02,-0.011467603594518,0.000115322377086598,2,0,0,1,0,0,11,0,0,0,1,4,1.0738825684710502
2002-12-02,0.00729027507964553,3.43695249259922e-05,0,1,0,0,0,0,12,1,0,0,0,1,0.5862552765305589
2002-09-12,-0.0018759643663202,1.06581625270737e-05,3,0,0,0,1,0,9,0,0,0,1,4,0.326468413894418
2006-03-22,0.0044179307617096,2.8217190267933e-05,2,0,0,1,0,0,3,0,1,0,0,2,0.5311985529717961
2003-12-15,0.010804556913353,2.28156295948107e-05,0,1,0,0,0,0,12,1,0,0,0,1,0.4776570903358465
2013-08-07,-0.0186484936370412,4.66201577385855e-05,2,0,0,1,0,0,8,0,0,1,0,3,0.6827895557094111
2008-04-07,0.000960461095123932,6.60003908861218e-05,0,1,0,0,0,0,4,0,1,0,0,2,0.8124062461978108
2003-02-25,-0.0201248193254147,4.67897361335005e-05,1,0,1,0,0,0,2,1,0,0,0,1,0.6840302342258016
2003-10-28,-0.000277439543079794,3.02205781633623e-05,1,0,1,0,0,0,10,0,0,0,1,4,0.5497324636890413
2004-05-19,0.0055894980427631,1.05043456444235e-05,2,0,0,1,0,0,5,0,1,0,0,2,0.3241040827330551
2006-04-19,0.00670308704923528,6.14666231610016e-05,2,0,0,1,0,0,4,0,1,0,0,2,0.784006525234335
2008-08-11,0.00797023885010084,0.000138162550147786,0,1,0,0,0,0,8,0,0,1,0,3,1.175425668206144
2015-09-07,-0.00202203936148138,0.000141177356577701,0,1,0,0,0,0,9,0,0,0,1,4,1.1881807799224031
2009-01-23,-0.0422055464988862,8.94749364652029e-05,4,0,0,0,0,1,1,1,0,0,0,1,0.9459119222485934
2010-05-06,-0.0217973428879734,0.0001104146688297,3,0,0,0,1,0,5,0,1,0,0,2,1.0507838447068931
2013-06-24,-0.0148081818632662,0.000122577230547066,0,1,0,0,0,0,6,0,0,1,0,3,1.107146018134311
2012-07-13,0.00350297779732678,2.77563235125774e-05,4,0,0,0,0,1,7,0,0,1,0,3,0.5268427043490059
2005-06-29,-0.00182802553893602,2.6936987817226e-05,2,0,0,1,0,0,6,0,0,1,0,3,0.5190085530819892
2010-03-04,0.00312750355913849,1.89145141678492e-05,3,0,0,0,1,0,3,0,1,0,0,2,0.4349081991391885
2007-04-18,0.00811376539419051,3.26304493322209e-05,2,0,0,1,0,0,4,0,1,0,0,2,0.571230683106404
2010-10-04,0.0100073125520534,6.50579726683734e-05,0,1,0,0,0,0,10,0,0,0,1,4,0.8065852259270151
2001-07-23,-0.00228023256476284,8.56502978761456e-06,0,1,0,0,0,0,7,0,0,1,0,3,0.2926607214440394
2010-05-24,0.0206757684404142,0.000148950718113575,0,1,0,0,0,0,5,0,1,0,0,2,1.2204536784064155
2005-11-07,-0.00155004459733021,1.47921017434004e-05,0,1,0,0,0,0,11,0,0,0,1,4,0.3846050148321054
2011-02-04,0.00870412324044168,1.19005339722737e-05,4,0,0,0,0,1,2,1,0,0,0,1,0.3449715056678406
2002-05-13,-0.00856278033185021,3.55773197437808e-05,0,1,0,0,0,0,5,0,1,0,0,2,0.5964672643471793
2011-06-16,-0.0193507817581366,7.93640474706429e-05,3,0,0,0,1,0,6,0,0,1,0,3,0.8908650148627619
2010-05-18,0.000792575697557751,0.000108435415275923,1,0,1,0,0,0,5,0,1,0,0,2,1.0413232700555721
2010-07-30,-0.00678391081404683,3.16496492361121e-05,4,0,0,0,0,1,7,0,0,1,0,3,0.5625802097133537
2006-09-12,-0.0103196787990498,8.91632588353069e-05,1,0,1,0,0,0,9,0,0,0,1,4,0.9442629868596296
2010-08-05,0.00536242702981227,4.12310420008018e-05,3,0,0,0,1,0,8,0,0,1,0,3,0.6421140241483736
2013-03-05,0.0128575490176068,5.1128760071403e-05,1,0,1,0,0,0,3,0,1,0,0,2,0.7150437753830391
2010-07-20,0.0103368852387664,3.47183643226914e-05,1,0,1,0,0,0,7,0,0,1,0,3,0.5892229147164204
2013-12-20,0.0120345960477106,1.67365037174208e-05,4,0,0,0,0,1,12,1,0,0,0,1,0.40910272203226417
2004-12-07,-0.00583906203301332,1.85879909316716e-05,1,0,1,0,0,0,12,1,0,0,0,1,0.4311379237746501
2012-06-28,0.000411225954918493,3.71050495039168e-05,3,0,0,0,1,0,6,0,0,1,0,3,0.6091391425931911
2014-12-12,-0.00218189789503498,1.82776054508516e-05,4,0,0,0,0,1,12,1,0,0,0,1,0.42752316254036576
2013-03-11,0.00456927952068043,2.14649069736578e-05,0,1,0,0,0,0,3,0,1,0,0,2,0.46330235239698275
2004-05-13,-0.00237051195514404,1.29831369436853e-05,3,0,0,0,1,0,5,0,1,0,0,2,0.36032120314637744
2005-09-08,-0.00381403176777795,1.11105804786968e-05,3,0,0,0,1,0,9,0,0,0,1,4,0.33332537375208626
2007-08-24,-0.011626329095856,8.0770007401718e-05,4,0,0,0,0,1,8,0,0,1,0,3,0.8987213550468132
2006-04-12,-0.00956118330775269,4.37535733806735e-05,2,0,0,1,0,0,4,0,1,0,0,2,0.6614648394334616
2011-11-25,-0.0149142964488895,3.17053208153994e-05,4,0,0,0,0,1,11,0,0,0,1,4,0.5630747802503625
2004-08-10,-0.00273941502211983,9.29622203740366e-06,1,0,1,0,0,0,8,0,0,1,0,3,0.30489706521059956
2011-08-25,0.0108007608593148,0.000154909104309903,3,0,0,0,1,0,8,0,0,1,0,3,1.2446248603892782
2007-02-06,0.00827878768410706,4.3059550815202e-05,1,0,1,0,0,0,2,1,0,0,0,1,0.6561977660370538
2013-10-03,0.00369956030537644,1.52649109541966e-05,3,0,0,0,1,0,10,0,0,0,1,4,0.39070335235567916
2010-08-12,-0.0123244093731305,0.00014434645417578,3,0,0,0,1,0,8,0,0,1,0,3,1.2014426918325318
2005-10-14,-0.00563534777156427,3.62673632515159e-05,4,0,0,0,0,1,10,0,0,0,1,4,0.6022239056324142
2002-08-02,-0.00763312683191053,9.88350797907398e-05,4,0,0,0,0,1,8,0,0,1,0,3,0.994158336437108
2009-05-14,-0.0350190806663289,0.000305366264866497,3,0,0,0,1,0,5,0,1,0,0,2,1.7474732182969128
2015-05-12,0.00876113969566816,5.53377050211167e-05,1,0,1,0,0,0,5,0,1,0,0,2,0.7438931712357407
2012-04-02,-0.00137780382266506,5.09244856624327e-05,0,1,0,0,0,0,4,0,1,0,0,2,0.713613940884234
2007-01-02,5.2909586347738e-05,1.76947232209357e-05,1,0,1,0,0,0,1,1,0,0,0,1,0.42065096244910344
2006-10-19,-0.00526490813742342,1.61748364302784e-05,3,0,0,0,1,0,10,0,0,0,1,4,0.4021795175077716
2008-07-21,0.0347977700660191,0.000330036450307212,0,1,0,0,0,0,7,0,0,1,0,3,1.8166905358569247
2007-08-22,0.0026012153665409,5.72808314482531e-05,2,0,0,1,0,0,8,0,0,1,0,3,0.7568410100427507
2012-08-16,0.0113690306494973,3.99406814519416e-05,3,0,0,0,1,0,8,0,0,1,0,3,0.6319864037456945
2015-07-24,-0.00433510084735644,5.18913496399531e-05,4,0,0,0,0,1,7,0,0,1,0,3,0.7203565064601908
2006-05-03,7.58538297063183e-05,3.5973531056707e-05,2,0,0,1,0,0,5,0,1,0,0,2,0.5997793849133779
2014-07-23,0.00601636395359328,2.22671040676282e-05,2,0,0,1,0,0,7,0,0,1,0,3,0.4718803245276094
2003-02-03,-0.0048478779579435,3.79232247223623e-05,0,1,0,0,0,0,2,1,0,0,0,1,0.6158183557053354
2014-04-15,0.00543589538003175,3.00043641948804e-05,1,0,1,0,0,0,4,0,1,0,0,2,0.5477623955227339
2006-05-26,0.0153335340618934,8.9022624367148e-05,4,0,0,0,0,1,5,0,1,0,0,2,0.9435180144922937
2011-02-23,-0.00222642983264265,1.90853100710003e-05,2,0,0,1,0,0,2,1,0,0,0,1,0.436867371990634
2015-12-07,0.00079361202787176,8.06400100739911e-05,0,1,0,0,0,0,12,1,0,0,0,1,0.8979978289171477
2016-05-23,-0.00606604386422127,5.93916476552043e-05,0,1,0,0,0,0,5,0,1,0,0,2,0.7706597670516108
2007-05-08,-0.00495250258705227,2.12383213973303e-05,1,0,1,0,0,0,5,0,1,0,0,2,0.4608505332244968
2013-01-02,0.0121841528930986,1.92798645060974e-05,2,0,0,1,0,0,1,1,0,0,0,1,0.43908842510475493
2009-11-30,0.0278843012713779,6.44615225522686e-05,0,1,0,0,0,0,11,0,0,0,1,4,0.8028793343477499
2013-09-19,0.0109003717490239,4.90254181796639e-05,3,0,0,0,1,0,9,0,0,0,1,4,0.7001815348869456
2012-06-07,0.0130523412531716,7.93732018194257e-05,3,0,0,0,1,0,6,0,0,1,0,3,0.8909163923703823
2014-06-06,0.00498087612572995,1.41494225881199e-05,4,0,0,0,0,1,6,0,0,1,0,3,0.3761571824134148
2012-02-28,-0.00108509824829817,2.51547614209731e-05,1,0,1,0,0,0,2,1,0,0,0,1,0.5015452264848415
2015-02-20,-0.003850751498085,1.11709196972653e-05,4,0,0,0,0,1,2,1,0,0,0,1,0.3342292581038545
2006-11-23,0.00388542174559348,2.09834320296697e-05,3,0,0,0,1,0,11,0,0,0,1,4,0.4580767624500254
2002-08-29,-0.00220148449765034,2.74960434962765e-05,3,0,0,0,1,0,8,0,0,1,0,3,0.5243666989452753
2002-03-04,0.0020463056719553,3.3532293390438e-05,0,1,0,0,0,0,3,0,1,0,0,2,0.57907075034436
2015-12-17,0.0145229988065232,0.000140044043024676,3,0,0,0,1,0,12,1,0,0,0,1,1.183402057733026
